the_geom,sci_name,entity_id,field_bird_illustration_fid,img_url,cartodb_id,com_name,page_url,img_width,img_height,com_name2
,Grus grus,846,18696,5695_Sibl_9780307957900_art_r1.jpg,669,Common Crane,http://www.audubon.org/node/846,954,1686,Common Crane
,Antigone canadensis,844,18701,5710_Sibl_9780307957900_art_r1.jpg,670,Sandhill Crane,http://www.audubon.org/node/844,1345,1686,Sandhill Crane
,Aratinga weddellii,741,18706,5715_Sibl_9780307957900_art_r1.jpg,671,Dusky-headed Parakeet,http://www.audubon.org/node/741,1480,1686,Dusky-headed Parakeet
,Myiopsitta monachus,688,18711,5717_Sibl_9780307957900_art_r1.jpg,672,Monk Parakeet,http://www.audubon.org/node/688,1531,1686,Monk Parakeet
,Brotogeris versicolurus,468,18721,5723_Sibl_9780307957900_art_r1.jpg,673,White-winged Parakeet,http://www.audubon.org/node/468,1798,1686,White-winged Parakeet
,Brotogeris chiriri,757,18726,5720_Sibl_9780307957900_art_r1.jpg,674,Yellow-chevroned Parakeet,http://www.audubon.org/node/757,1676,1686,Yellow-chevroned Parakeet
,Lagopus muta,919,18731,5737_Sibl_9780307957900_art_r1.jpg,675,Rock Ptarmigan,http://www.audubon.org/node/919,1395,1686,Rock Ptarmigan
,Lagopus leucura,918,18741,5745_Sibl_9780307957900_art_r1.jpg,676,White-tailed Ptarmigan,http://www.audubon.org/node/918,1531,1686,White-tailed Ptarmigan
,Oceanodroma leucorhoa,308,18746,5762_Sibl_9780307957900_art_r1.jpg,677,Leachs Storm-Petrel,http://www.audubon.org/node/308,3763,1686,Leachs Storm-Petrel
,Fulmarus glacialis,349,18751,5782_Sibl_9780307957900_art_r1.jpg,678,Northern Fulmar,http://www.audubon.org/node/349,2893,1686,Northern Fulmar
,Pelagodroma marina,311,18756,5788_Sibl_9780307957900_art_r1.jpg,679,White-faced Storm-Petrel,http://www.audubon.org/node/311,3349,1686,White-faced Storm-Petrel
,Ardenna tenuirostris,303,18761,5795_Sibl_9780307957900_art_r1.jpg,680,Short-tailed Shearwater,http://www.audubon.org/node/303,3561,1686,Short-tailed Shearwater
,Ardenna grisea,299,18766,5796_Sibl_9780307957900_art_r1.jpg,681,Sooty Shearwater,http://www.audubon.org/node/299,3561,1686,Sooty Shearwater
,Puffinus lherminieri,300,18771,5808_Sibl_9780307957900_art_r1.jpg,682,Audubons Shearwater,http://www.audubon.org/node/300,3711,1686,Audubons Shearwater
,Puffinus puffinus,302,18776,5806_Sibl_9780307957900_art_r1.jpg,683,Manx Shearwater,http://www.audubon.org/node/302,4254,1686,Manx Shearwater
,Puffinus opisthomelas,301,18781,5817_Sibl_9780307957900_art_r1.jpg,684,Black-vented Shearwater,http://www.audubon.org/node/301,3247,1686,Black-vented Shearwater
,Ardenna carneipes,296,18786,5811_Sibl_9780307957900_art_r1.jpg,685,Flesh-footed Shearwater,http://www.audubon.org/node/296,3765,1686,Flesh-footed Shearwater
,Ardenna bulleri,381,18791,5825_Sibl_9780307957900_art_r1.jpg,686,Bullers Shearwater,http://www.audubon.org/node/381,3546,1686,Bullers Shearwater
,Ardenna creatopus,297,18796,5821_Sibl_9780307957900_art_r1.jpg,687,Pink-footed Shearwater,http://www.audubon.org/node/297,3546,1686,Pink-footed Shearwater
,Calonectris diomedea,338,18801,5830_Sibl_9780307957900_art_r1.jpg,688,Corys Shearwater,http://www.audubon.org/node/338,2903,1686,Corys Shearwater
,Ardenna gravis,298,18806,5835_Sibl_9780307957900_art_r1.jpg,689,Great Shearwater,http://www.audubon.org/node/298,3639,1686,Great Shearwater
,Pterodroma ultima,363,18821,5849_Sibl_9780307957900_art_r1.jpg,690,Murphys Petrel,http://www.audubon.org/node/363,2823,1686,Murphys Petrel
,Phoebastria nigripes,327,18826,5871_Sibl_9780307957900_art_r1.jpg,691,Black-footed Albatross,http://www.audubon.org/node/327,2900,1686,Black-footed Albatross
,Phoebastria immutabilis,316,18831,5863_Sibl_9780307957900_art_r1.jpg,692,Laysan Albatross,http://www.audubon.org/node/316,2729,1686,Laysan Albatross
,Sturnella magna,676,18841,6006_Sibl_9780307957900_art_r1.jpg,693,Eastern Meadowlark,http://www.audubon.org/node/676,2156,1686,Eastern Meadowlark
,Thalassarche chlororhynchos,1119,18846,6016_Sibl_9780307957900_art_r1.jpg,694,Yellow-nosed Albatross,http://www.audubon.org/node/1119,2998,1686,Yellow-nosed Albatross
,Jabiru mycteria,838,18856,6020_Sibl_9780307957900_art_r1.jpg,695,Jabiru,http://www.audubon.org/node/838,1146,1686,Jabiru
,Sturnella neglecta,678,18871,6056_Sibl_9780307957900_art_r1.jpg,696,Western Meadowlark,http://www.audubon.org/node/678,2520,1686,Western Meadowlark
,Passerina cyanea,650,18876,6079_Sibl_9780307957900_art_r1.jpg,697,Indigo Bunting,http://www.audubon.org/node/650,1188,1686,Indigo Bunting
,Passerina amoena,648,18881,6071_Sibl_9780307957900_art_r1.jpg,698,Lazuli Bunting,http://www.audubon.org/node/648,1042,1686,Lazuli Bunting
,Icterus cucullatus,661,18886,6087_Sibl_9780307957900_art_r1.jpg,699,Hooded Oriole,http://www.audubon.org/node/661,2180,1686,Hooded Oriole
,Icterus spurius,669,18891,6094_Sibl_9780307957900_art_r1.jpg,700,Orchard Oriole,http://www.audubon.org/node/669,2309,1686,Orchard Oriole
,Cyanocompsa parellina,645,18896,6100_Sibl_9780307957900_art_r1.jpg,701,Blue Bunting,http://www.audubon.org/node/645,1010,1686,Blue Bunting
,Francolinus francolinus,912,18901,6105_Sibl_9780307957900_art_r1.jpg,702,Black Francolin,http://www.audubon.org/node/912,1783,1686,Black Francolin
,Tetraogallus himalayensis,908,18921,6107_Sibl_9780307957900_art_r1.jpg,703,Himalayan Snowcock,http://www.audubon.org/node/908,2232,1686,Himalayan Snowcock
,Icterus graduacauda,663,18926,6122_Sibl_9780307957900_art_r1.jpg,704,Audubons Oriole,http://www.audubon.org/node/663,2457,1686,Audubons Oriole
,Icterus parisorum,665,18931,6116_Sibl_9780307957900_art_r1.jpg,705,Scotts Oriole,http://www.audubon.org/node/665,2511,1686,Scotts Oriole
,Empidonax traillii,646,18936,6154_Sibl_9780307957900_art_r1.jpg,706,Willow Flycatcher,http://www.audubon.org/node/646,1638,1686,Willow Flycatcher
,Empidonax oberholseri,624,18941,6166_Sibl_9780307957900_art_r1.jpg,707,Dusky Flycatcher,http://www.audubon.org/node/624,1581,1686,Dusky Flycatcher
,Empidonax hammondii,602,18946,6160_Sibl_9780307957900_art_r1.jpg,708,Hammonds Flycatcher,http://www.audubon.org/node/602,1487,1686,Hammonds Flycatcher
,Empidonax alnorum,557,18951,6171_Sibl_9780307957900_art_r1.jpg,709,Alder Flycatcher,http://www.audubon.org/node/557,1544,1686,Alder Flycatcher
,Empidonax minimus,613,18956,6176_Sibl_9780307957900_art_r1.jpg,710,Least Flycatcher,http://www.audubon.org/node/613,1613,1686,Least Flycatcher
,Locustella lanceolata,745,18961,6178_Sibl_9780307957900_art_r1.jpg,711,Lanceolated Warbler,http://www.audubon.org/node/745,3458,1686,Lanceolated Warbler
,Xenus cinereus,1072,18976,6184_Sibl_9780307957900_art_r1.jpg,712,Terek Sandpiper,http://www.audubon.org/node/1072,2827,1686,Terek Sandpiper
,Tringa glareola,1066,18981,6189_Sibl_9780307957900_art_r1.jpg,713,Wood Sandpiper,http://www.audubon.org/node/1066,2091,1686,Wood Sandpiper
,Oreothlypis superciliosa,719,18996,6202_Sibl_9780307957900_art_r1.jpg,714,Crescent-chested Warbler,http://www.audubon.org/node/719,2417,1686,Crescent-chested Warbler
,Eremophila alpestris,815,19001,6212_Sibl_9780307957900_art_r1.jpg,715,Horned Lark,http://www.audubon.org/node/815,2572,1686,Horned Lark
,Cuculus canorus,913,19006,6228_Sibl_9780307957900_art_r1.jpg,716,Common Cuckoo,http://www.audubon.org/node/913,2069,1686,Common Cuckoo
,Streptopelia orientalis,1085,19016,6234_Sibl_9780307957900_art_r1.jpg,717,Oriental Turtle-Dove,http://www.audubon.org/node/1085,2174,1686,Oriental Turtle-Dove
,Zenaida aurita,1087,19021,6237_Sibl_9780307957900_art_r1.jpg,718,Zenaida Dove,http://www.audubon.org/node/1087,2987,1686,Zenaida Dove
,Streptoprocne zonaris,1110,19026,6240_Sibl_9780307957900_art_r1.jpg,719,White-collared Swift,http://www.audubon.org/node/1110,1294,1686,White-collared Swift
,Tringa nebularia,1069,19041,6250_Sibl_9780307957900_art_r1.jpg,720,Common Greenshank,http://www.audubon.org/node/1069,1913,1686,Common Greenshank
,Calidris temminckii,1076,19061,6257_Sibl_9780307957900_art_r1.jpg,721,Temmincks Stint,http://www.audubon.org/node/1076,2658,1686,Temmincks Stint
,Actitis hypoleucos,1023,19066,6261_Sibl_9780307957900_art_r1.jpg,722,Common Sandpiper,http://www.audubon.org/node/1023,2922,1686,Common Sandpiper
,Tringa brevipes,1048,19076,6263_Sibl_9780307957900_art_r1.jpg,723,Gray-tailed Tattler,http://www.audubon.org/node/1048,2512,1686,Gray-tailed Tattler
,Falco tinnunculus,414,19086,6275_Sibl_9780307957900_art_r1.jpg,724,Eurasian Kestrel,http://www.audubon.org/node/414,1639,1686,Eurasian Kestrel
,Tyrannus caudifasciatus,766,19151,6323_Sibl_9780307957900_art_r1.jpg,725,Loggerhead Kingbird,http://www.audubon.org/node/766,1758,1686,Loggerhead Kingbird
,Contopus caribaeus,740,19161,6328_Sibl_9780307957900_art_r1.jpg,726,Cuban Pewee,http://www.audubon.org/node/740,1598,1686,Cuban Pewee
,Turdus assimilis,756,19186,6341_Sibl_9780307957900_art_r1.jpg,727,White-throated Thrush,http://www.audubon.org/node/756,2344,1686,White-throated Thrush
,Melanotis caerulescens,737,19191,6344_Sibl_9780307957900_art_r1.jpg,728,Blue Mockingbird,http://www.audubon.org/node/737,1759,1686,Blue Mockingbird
,Turdus iliacus,752,19206,6356_Sibl_9780307957900_art_r1.jpg,729,Redwing,http://www.audubon.org/node/752,2273,1686,Redwing
,Anthracothorax prevostii,1002,19251,6382_Sibl_9780307957900_art_r1.jpg,730,Green-breasted Mango,http://www.audubon.org/node/1002,1751,1686,Green-breasted Mango
,Perisoreus canadensis,811,19256,6394_Sibl_9780307957900_art_r1.jpg,731,Gray Jay,http://www.audubon.org/node/811,1986,1686,Gray Jay
,Fringilla montifringilla,692,19261,6401_Sibl_9780307957900_art_r1.jpg,732,Brambling,http://www.audubon.org/node/692,2529,1686,Brambling
,Coccothraustes vespertinus,691,19266,6409_Sibl_9780307957900_art_r1.jpg,733,Evening Grosbeak,http://www.audubon.org/node/691,1547,1686,Evening Grosbeak
,Passerina ciris,649,19271,6423_Sibl_9780307957900_art_r1.jpg,734,Painted Bunting,http://www.audubon.org/node/649,1311,1686,Painted Bunting
,Passerina versicolor,651,19276,6416_Sibl_9780307957900_art_r1.jpg,735,Varied Bunting,http://www.audubon.org/node/651,1036,1686,Varied Bunting
,Legatus leucophaius,750,19291,6435_Sibl_9780307957900_art_r1.jpg,736,Piratic Flycatcher,http://www.audubon.org/node/750,1548,1625,Piratic Flycatcher
,Empidonomus varius,754,19296,6439_Sibl_9780307957900_art_r1.jpg,737,Variegated Flycatcher,http://www.audubon.org/node/754,2026,1686,Variegated Flycatcher
,Spizella passerina,636,19301,6454_Sibl_9780307957900_art_r1.jpg,738,Chipping Sparrow,http://www.audubon.org/node/636,2188,1686,Chipping Sparrow
,Spizella pallida,634,19306,6445_Sibl_9780307957900_art_r1.jpg,739,Clay-colored Sparrow,http://www.audubon.org/node/634,2188,1686,Clay-colored Sparrow
,Certhia americana,875,19311,6460_Sibl_9780307957900_art_r1.jpg,740,Brown Creeper,http://www.audubon.org/node/875,828,1686,Brown Creeper
,Spizella breweri,633,19316,6467_Sibl_9780307957900_art_r1.jpg,741,Brewers Sparrow,http://www.audubon.org/node/633,1908,1686,Brewers Sparrow
,Cardellina pusilla,584,19321,6475_Sibl_9780307957900_art_r1.jpg,742,Wilsons Warbler,http://www.audubon.org/node/584,2462,1686,Wilsons Warbler
,Vireo philadelphicus,790,19326,6484_Sibl_9780307957900_art_r1.jpg,743,Philadelphia Vireo,http://www.audubon.org/node/790,2151,1686,Philadelphia Vireo
,Vireo gilvus,785,19331,6480_Sibl_9780307957900_art_r1.jpg,744,Warbling Vireo,http://www.audubon.org/node/785,2478,1686,Warbling Vireo
,Pooecetes gramineus,630,19341,6495_Sibl_9780307957900_art_r1.jpg,745,Vesper Sparrow,http://www.audubon.org/node/630,2492,1686,Vesper Sparrow
,Passerculus sandwichensis,619,19346,6507_Sibl_9780307957900_art_r1.jpg,746,Savannah Sparrow,http://www.audubon.org/node/619,2095,1686,Savannah Sparrow
,Ammodramus nelsoni,702,19351,6521_Sibl_9780307957900_art_r1.jpg,747,Nelsons Sparrow,http://www.audubon.org/node/702,1691,1686,Nelsons Sparrow
,Ammodramus caudacutus,598,19356,6519_Sibl_9780307957900_art_r1.jpg,748,Saltmarsh Sparrow,http://www.audubon.org/node/598,1528,1686,Saltmarsh Sparrow
,Melospiza melodia,618,19361,6532_Sibl_9780307957900_art_r1.jpg,749,Song Sparrow,http://www.audubon.org/node/618,2698,1686,Song Sparrow
,Hydroprogne caspia,364,19376,6571_Sibl_9780307957900_art_r1.jpg,750,Caspian Tern,http://www.audubon.org/node/364,3214,1686,Caspian Tern
,Thalasseus maximus,370,19381,6575_Sibl_9780307957900_art_r1.jpg,751,Royal Tern,http://www.audubon.org/node/370,3214,1686,Royal Tern
,Thalasseus elegans,366,19386,6583_Sibl_9780307957900_art_r1.jpg,752,Elegant Tern,http://www.audubon.org/node/366,3470,1686,Elegant Tern
,Thalasseus sandvicensis,374,19391,6591_Sibl_9780307957900_art_r1.jpg,753,Sandwich Tern,http://www.audubon.org/node/374,3470,1686,Sandwich Tern
,Sterna paradisaea,373,19396,6609_Sibl_9780307957900_art_r1.jpg,754,Arctic Tern,http://www.audubon.org/node/373,3730,1686,Arctic Tern
,Sterna hirundo,369,19401,6600_Sibl_9780307957900_art_r1.jpg,755,Common Tern,http://www.audubon.org/node/369,3730,1686,Common Tern
,Onychoprion aleuticus,359,19406,6615_Sibl_9780307957900_art_r1.jpg,756,Aleutian Tern,http://www.audubon.org/node/359,4027,1686,Aleutian Tern
,Chlidonias niger,325,19411,6626_Sibl_9780307957900_art_r1.jpg,757,Black Tern,http://www.audubon.org/node/325,3038,1686,Black Tern
,Chlidonias leucopterus,324,19416,6629_Sibl_9780307957900_art_r1.jpg,758,White-winged Tern,http://www.audubon.org/node/324,3038,1686,White-winged Tern
,Sterna forsteri,367,19421,6643_Sibl_9780307957900_art_r1.jpg,759,Forsters Tern,http://www.audubon.org/node/367,3740,1686,Forsters Tern
,Sterna dougallii,365,19426,6647_Sibl_9780307957900_art_r1.jpg,760,Roseate Tern,http://www.audubon.org/node/365,3740,1686,Roseate Tern
,Gelochelidon nilotica,372,19431,6664_Sibl_9780307957900_art_r1.jpg,761,Gull-billed Tern,http://www.audubon.org/node/372,2890,1686,Gull-billed Tern
,Sternula antillarum,362,19436,6661_Sibl_9780307957900_art_r1.jpg,762,Least Tern,http://www.audubon.org/node/362,3020,1686,Least Tern
,Onychoprion anaethetus,361,19441,6675_Sibl_9780307957900_art_r1.jpg,763,Bridled Tern,http://www.audubon.org/node/361,3363,1686,Bridled Tern
,Onychoprion fuscatus,368,19446,6678_Sibl_9780307957900_art_r1.jpg,764,Sooty Tern,http://www.audubon.org/node/368,3598,1686,Sooty Tern
,Icterus wagleri,736,19451,6682_Sibl_9780307957900_art_r1.jpg,765,Black-vented Oriole,http://www.audubon.org/node/736,2102,1686,Black-vented Oriole
,Emberiza pusilla,725,19471,6691_Sibl_9780307957900_art_r1.jpg,766,Little Bunting,http://www.audubon.org/node/725,2032,1686,Little Bunting
,Basileuterus lachrymosus,721,19486,6703_Sibl_9780307957900_art_r1.jpg,767,Fan-tailed Warbler,http://www.audubon.org/node/721,2956,1686,Fan-tailed Warbler
,Myioborus miniatus,720,19491,6701_Sibl_9780307957900_art_r1.jpg,768,Slate-throated Redstart,http://www.audubon.org/node/720,2407,1686,Slate-throated Redstart
,Tiaris bicolor,734,19496,6705_Sibl_9780307957900_art_r1.jpg,769,Black-faced Grassquit,http://www.audubon.org/node/734,2422,1686,Black-faced Grassquit
,Egretta gularis,847,19506,6710_Sibl_9780307957900_art_r1.jpg,770,Western Reef-Heron,http://www.audubon.org/node/847,1635,1686,Western Reef-Heron
,Anthus gustavi,729,19526,6725_Sibl_9780307957900_art_r1.jpg,771,Pechora Pipit,http://www.audubon.org/node/729,2296,1686,Pechora Pipit
,Anthus hodgsoni,728,19531,6728_Sibl_9780307957900_art_r1.jpg,772,Olive-backed Pipit,http://www.audubon.org/node/728,2058,1686,Olive-backed Pipit
,Mergellus albellus,973,19541,6737_Sibl_9780307957900_art_r1.jpg,773,Smew,http://www.audubon.org/node/973,4449,1686,Smew
,Mareca falcata,934,19556,6749_Sibl_9780307957900_art_r1.jpg,774,Falcated Duck,http://www.audubon.org/node/934,3962,1686,Falcated Duck
,Sibirionetta formosa,988,19561,6750_Sibl_9780307957900_art_r1.jpg,775,Baikal Teal,http://www.audubon.org/node/988,4946,1686,Baikal Teal
,Brachyramphus brevirostris,426,19591,2583_Sibl_9780307957900_art_r1.jpg,776,Kittlitzs Murrelet,http://www.audubon.org/node/426,3288,1686,Kittlitzs Murrelet
,Egretta caerulea,851,19596,528_Sibl_9780307957900_art_r1.jpg,777,Little Blue Heron,http://www.audubon.org/node/851,1385,1686,Little Blue Heron
,Numenius minutus,1075,19611,6836_Sibl_9780307957900_art_r1.jpg,778,Little Curlew,http://www.audubon.org/node/1075,2511,1686,Little Curlew
,Pluvialis squatarola,1017,31806,Black_bellied_Plover1221_Sibl_9780307957900_art_r1.jpg,779,Black-bellied Plover,http://www.audubon.org/node/1017,2881,2581,Black-bellied Plover
,Junco hyemalis,614,31816,Dark_eyed_Junco_4741_Sibl_9780307957900_art_r1.jpg,780,Dark-eyed Junco,http://www.audubon.org/node/614,2744,1617,Dark-eyed Junco
,Falco subbuteo,413,31821,Eurasion_Hobby_6269_Sibl_9780307957900_art_r1.jpg,781,Eurasian Hobby,http://www.audubon.org/node/413,2173,2442,Eurasian Hobby
,Perdix perdix,885,31826,Gray_Partridge_1092_Sibl_9780307957900_art_r1.jpg,782,Gray Partridge,http://www.audubon.org/node/885,2209,2515,Gray Partridge
,Anas crecca,930,31831,Green_winged_Teal_2043_Sibl_9780307957900_art_r1.jpg,783,Green-winged Teal,http://www.audubon.org/node/930,2425,1050,Green-winged Teal
,Chondrohierax uncinatus,394,31836,Hook_billed_Kite_2347_Sibl_9780307957900_art_r1.jpg,784,Hook-billed Kite,http://www.audubon.org/node/394,1314,2165,Hook-billed Kite
,Larus canus,331,31846,Mew_Gull_3976_Sibl_9780307957900_art_r1.jpg,785,Mew Gull,http://www.audubon.org/node/331,2628,1871,Mew Gull
,Colaptes auratus,866,31851,Northern_Flicker_2485_Sibl_9780307957900_art_r1.jpg,786,Northern Flicker,http://www.audubon.org/node/866,1655,3373,Northern Flicker
,Anas acuta,927,31856,Northern_Pintail_800_Sibl_9780307957900_art_r1.jpg,787,Northern Pintail,http://www.audubon.org/node/927,3180,1506,Northern Pintail
,Gavia pacifica,953,31866,Pacific_Loon_169_Sibl_9780307957900_art_r1.jpg,788,Pacific Loon,http://www.audubon.org/node/953,2386,1035,Pacific Loon
,Aythya collaris,945,31871,Ring_Necked_Duck_2094_Sibl_9780307957900_art_r1.jpg,789,Ring-necked Duck,http://www.audubon.org/node/945,2745,1344,Ring-necked Duck
,Passerella iliaca,620,31906,Sooty_Fox_Sparrow_5402_Sibl_9780307957900_art_r1.jpg,790,Fox Sparrow,http://www.audubon.org/node/620,2915,1836,Fox Sparrow
,Polysticta stelleri,979,31911,Steller's_Eider_5978_Sibl_9780307957900_art_r1.jpg,791,Stellers Eider,http://www.audubon.org/node/979,2004,1596,Stellers Eider
,Egretta tricolor,854,31921,Tricolored_Heron_525_Sibl_9780307957900_art_r1.jpg,792,Tricolored Heron,http://www.audubon.org/node/854,2229,2997,Tricolored Heron
,Oceanodroma tethys,378,31926,Wedge_rumped_Storm_Petrel_5140_Sibl_9780307957900_art_r1.jpg,793,Wedge-rumped Storm-petrel,http://www.audubon.org/node/378,2142,3367,Wedge-rumped Storm-petrel
,Cygnus cygnus,963,31936,Whooper_Swan_6203_Sibl_9780307957900_art_r1.jpg,794,Whooper Swan,http://www.audubon.org/node/963,2080,1281,Whooper Swan
,Gallinago delicata,1047,31986,Wilson's_Snipe_5213_Sibl_9780307957900_art_r1.jpg,795,Wilsons Snipe,http://www.audubon.org/node/1047,3028,2487,Wilsons Snipe
,Spindalis zena,710,44626,Western_Spindalis.jpg,797,Western Spindalis,http://www.audubon.org/node/710,1000,1099,Western Spindalis
,Pandion haliaetus,402,45331,Osprey_1.jpg,798,Osprey,http://www.audubon.org/node/402,297,500,Osprey
,Mareca americana,928,45891,wigeon_sibley.jpg,799,American Wigeon,http://www.audubon.org/node/928,600,243,American Wigeon
,Spatula discors,933,45911,blue-winged-teal-sibley.jpg,800,Blue-winged Teal,http://www.audubon.org/node/933,600,220,Blue-winged Teal
,Alectoris chukar,893,46021,sib_chukar.jpg,801,Chukar,http://www.audubon.org/node/893,600,708,Chukar
,Acridotheres tristis,712,46026,sibley_common_myna.jpg,802,Common Myna,http://www.audubon.org/node/712,600,562,Common Myna
,Charadrius hiaticula,1034,46091,sibley_common_ringed_plover.jpg,803,Common Ringed Plover,http://www.audubon.org/node/1034,600,554,Common Ringed Plover
,Toxostoma curvirostre,511,46096,sibley_curve_billed_thrasher.jpg,804,Curve-billed Thrasher,http://www.audubon.org/node/511,377,400,Curve-billed Thrasher
,Synthliboramphus hypoleucus,45811,46106,sibley_guadalupe_murrelet.jpg,805,Guadalupe Murrelet,http://www.audubon.org/node/45811,600,229,Guadalupe Murrelet
,Larus argentatus,326,46131,sibley_herring_gull.jpg,806,Herring Gull,http://www.audubon.org/node/326,600,481,Herring Gull
,Aratinga nenday ,735,46156,sibley_nanday_parakeet.jpg,807,Nanday Parakeet,http://www.audubon.org/node/735,600,766,Nanday Parakeet
,Buteo jamaicensis,387,46161,sibley_red_tailed_hawk.jpg,808,Red-tailed Hawk,http://www.audubon.org/node/387,386,394,Red-tailed Hawk
,Loxia curvirostra,696,46166,sibley_red_crossbill.jpg,809,Red Crossbill,http://www.audubon.org/node/696,600,480,Red Crossbill
,Rallus obsoletus,45831,47021,Ridgways_Rail.jpg,810,Ridgways Rail,http://www.audubon.org/node/45831,386,351,Ridgways Rail
,Myiodynastes luteiventris,733,47236,sibley_sulphur-bellied_flycatcher.jpg,811,Sulphur-bellied Flycatcher,http://www.audubon.org/node/733,600,708,Sulphur-bellied Flycatcher
,Synthliboramphus scrippsi,45376,47246,sibley_scrippss_murrelet.jpg,812,Scrippss Murrelet,http://www.audubon.org/node/45376,600,288,Scrippss Murrelet
,Artemisiospiza nevadensis,45371,47251,sibley_sagebrush_sparrow.jpg,813,Sagebrush Sparrow,http://www.audubon.org/node/45371,600,434,Sagebrush Sparrow
,Artemisiospiza belli,45251,47261,sibley_bells_sparrow.jpg,814,Bells Sparrow,http://www.audubon.org/node/45251,600,452,Bells Sparrow
,Aphelocoma californica,182766,105526,2925_sibl_9780307957900_art_r1.jpg,815,California Scrub-Jay,http://www.audubon.org/node/182766,1737,1686,California Scrub-Jay
,Aphelocoma woodhouseii,182771,106376,woodhouses-scrub-jay_sibley_0.jpg,816,Woodhouses Scrub-Jay,http://www.audubon.org/node/182771,3028,2487,Woodhouses Scrub-Jay
